basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20240305,035720,KR7035720002,카카오,KOSPI,51700,-1400,-2.64,52600,52900,51600,1737655,90488706600,444999087,23006452797900
20240304,035720,KR7035720002,카카오,KOSPI,53100,-200,-.38,53600,54900,52900,1830422,98307232300,444999087,23629451519700
20240229,035720,KR7035720002,카카오,KOSPI,53300,-2300,-4.14,55100,55300,53000,3056344,164098960200,444999087,23718451337100
20240228,035720,KR7035720002,카카오,KOSPI,55600,-1200,-2.11,56800,57400,55200,1463434,81621108100,444999087,24741949237200
20240227,035720,KR7035720002,카카오,KOSPI,56800,-300,-.53,57200,57700,56300,1022628,58053396700,444999087,25275948141600
20240226,035720,KR7035720002,카카오,KOSPI,57100,0,0,57500,58000,57000,871467,49942762700,444999087,25409447867700
20240223,035720,KR7035720002,카카오,KOSPI,57100,-800,-1.38,58100,58200,56600,1330016,76116096100,444999087,25409447867700
20240222,035720,KR7035720002,카카오,KOSPI,57900,-100,-.17,58600,58900,57700,972001,56511873400,444999087,25765447137300
20240221,035720,KR7035720002,카카오,KOSPI,58000,-700,-1.19,58800,58900,58000,844219,49242265500,444999087,25809947046000
20240220,035720,KR7035720002,카카오,KOSPI,58700,500,.86,57900,60000,57800,1943466,114742931000,444999087,26121446406900
20240219,035720,KR7035720002,카카오,KOSPI,58200,-200,-.34,58800,59100,58100,1409033,82389543600,444999087,25898946863400
20240216,035720,KR7035720002,카카오,KOSPI,58400,-800,-1.35,59500,59700,58300,2310632,136264153300,444999087,25987946680800
20240215,035720,KR7035720002,카카오,KOSPI,59200,4300,7.83,56800,61400,56700,10199107,609600124300,444999087,26343945950400
20240214,035720,KR7035720002,카카오,KOSPI,54900,200,.37,53900,54900,53200,886156,47992420500,444999087,24430449876300
20240213,035720,KR7035720002,카카오,KOSPI,54700,700,1.3,54000,55300,54000,957145,52384826200,444999087,24341450058900
20240208,035720,KR7035720002,카카오,KOSPI,54000,200,.37,54500,54700,53700,1532750,82902332000,444999087,24029950698000
20240207,035720,KR7035720002,카카오,KOSPI,53800,-200,-.37,54400,55700,53600,1256600,68522668700,444849878,23932923436400
20240206,035720,KR7035720002,카카오,KOSPI,54000,-1000,-1.82,54500,55000,53800,982600,53211450500,444849878,24021893412000
20240205,035720,KR7035720002,카카오,KOSPI,55000,-1300,-2.31,57000,57400,54600,1564624,86629285500,444849878,24466743290000
20240202,035720,KR7035720002,카카오,KOSPI,56300,3600,6.83,53800,56600,53700,2428683,135058800100,444849878,25045048131400
20240201,035720,KR7035720002,카카오,KOSPI,52700,200,.38,51900,53100,51500,1422821,74686139900,444849878,23443588570600
20240131,035720,KR7035720002,카카오,KOSPI,52500,-1800,-3.31,53700,53900,52200,1794783,94911221100,444849878,23354618595000
20240130,035720,KR7035720002,카카오,KOSPI,54300,-1000,-1.81,55900,56000,53600,2011521,109234730000,444849878,24155348375400
20240129,035720,KR7035720002,카카오,KOSPI,55300,-1300,-2.3,56600,57200,55200,1329616,74475191900,444849878,24600198253400
20240126,035720,KR7035720002,카카오,KOSPI,56600,600,1.07,55700,57400,55600,904913,51520680200,444849878,25178503094800
20240125,035720,KR7035720002,카카오,KOSPI,56000,-700,-1.23,56300,56700,54700,1817363,101204562200,444849878,24911593168000
20240124,035720,KR7035720002,카카오,KOSPI,56700,-1000,-1.73,57500,57500,56300,927568,52666819700,444849878,25222988082600
20240123,035720,KR7035720002,카카오,KOSPI,57700,1300,2.3,56700,58000,56600,1100723,63165957200,444849878,25667837960600
20240122,035720,KR7035720002,카카오,KOSPI,56400,-1200,-2.08,58300,58900,55800,1934438,110258458200,444849878,25089533119200
20240119,035720,KR7035720002,카카오,KOSPI,57600,800,1.41,58100,58800,57100,1736180,100516852800,444849878,25623352972800
20240118,035720,KR7035720002,카카오,KOSPI,56800,-700,-1.22,57200,57900,55900,2237185,127453489700,444849878,25267473070400
20240117,035720,KR7035720002,카카오,KOSPI,57500,-2100,-3.52,59600,59900,56600,3326071,191910906800,444849878,25578867985000
20240116,035720,KR7035720002,카카오,KOSPI,59600,-1500,-2.45,60600,61700,59400,1918777,115763346100,444849878,26513052728800
20240115,035720,KR7035720002,카카오,KOSPI,61100,700,1.16,60500,61800,59800,1737021,106062659700,444849878,27180327545800
20240112,035720,KR7035720002,카카오,KOSPI,60400,-400,-.66,60900,61200,59100,2014084,120835155500,444849878,26868932631200
20240111,035720,KR7035720002,카카오,KOSPI,60800,1600,2.7,60300,61900,59400,4601300,280920314400,444749160,27040748928000
20240110,035720,KR7035720002,카카오,KOSPI,59200,500,.85,58900,60000,58600,2729859,162324444900,444749160,26329150272000
20240109,035720,KR7035720002,카카오,KOSPI,58700,1500,2.62,58500,59200,58300,2166853,127359290500,444749160,26106775692000
20240108,035720,KR7035720002,카카오,KOSPI,57200,1400,2.51,55800,58800,55800,2497737,144573932900,444749160,25439651952000
20240105,035720,KR7035720002,카카오,KOSPI,55800,-1400,-2.45,57400,57500,55500,1316579,74099039900,444749160,24817003128000
20240104,035720,KR7035720002,카카오,KOSPI,57200,600,1.06,55800,57800,55600,1884358,107565028100,444749160,25439651952000
20240103,035720,KR7035720002,카카오,KOSPI,56600,-1300,-2.25,57100,57600,56000,1917854,108775616400,444749160,25172802456000
20240102,035720,KR7035720002,카카오,KOSPI,57900,3600,6.63,54300,57900,54000,3726752,210983483350,444749160,25750976364000
20231228,035720,KR7035720002,카카오,KOSPI,54300,900,1.69,53700,54300,53300,979793,52859181800,444749160,24149879388000
20231227,035720,KR7035720002,카카오,KOSPI,53400,1000,1.91,52400,53500,52100,940418,49828552100,444749160,23749605144000
20231226,035720,KR7035720002,카카오,KOSPI,52400,-400,-.76,52100,53400,52100,957793,50346813800,444749160,23304855984000
20231222,035720,KR7035720002,카카오,KOSPI,52800,0,0,53300,53700,52600,1215421,64602969200,444749160,23482755648000
20231221,035720,KR7035720002,카카오,KOSPI,52800,-900,-1.68,52900,53600,52000,1536311,80956640600,444749160,23482755648000
20231220,035720,KR7035720002,카카오,KOSPI,53700,-100,-.19,54200,54200,53000,1132733,60818711200,444749160,23883029892000
20231219,035720,KR7035720002,카카오,KOSPI,53800,-100,-.19,53500,54400,53200,933314,50160028300,444749160,23927504808000
20231218,035720,KR7035720002,카카오,KOSPI,53900,-1000,-1.82,55000,55000,53700,1357544,73379118900,444749160,23971979724000
20231215,035720,KR7035720002,카카오,KOSPI,54900,600,1.1,54400,55000,54000,2212939,121099330400,444749160,24416728884000
20231214,035720,KR7035720002,카카오,KOSPI,54300,3400,6.68,52400,54900,52300,4990407,269313348700,444749160,24149879388000
20231213,035720,KR7035720002,카카오,KOSPI,50900,-900,-1.74,51800,52000,50700,886654,45374977000,444749160,22637732244000
20231212,035720,KR7035720002,카카오,KOSPI,51800,-300,-.58,52500,52700,51800,966939,50358639200,444749160,23038006488000
20231211,035720,KR7035720002,카카오,KOSPI,52100,400,.77,52000,53200,51900,1538081,80693984900,444749160,23171431236000
20231208,035720,KR7035720002,카카오,KOSPI,51700,1200,2.38,51400,52000,50700,1481560,76299714600,444749160,22993531572000
20231207,035720,KR7035720002,카카오,KOSPI,50500,0,0,50200,50800,50000,723544,36559368900,444495970,22447046485000
20231206,035720,KR7035720002,카카오,KOSPI,50500,-300,-.59,50700,51100,50200,1039034,52683794500,444495970,22447046485000
20231205,035720,KR7035720002,카카오,KOSPI,50800,0,0,50700,51200,50200,1142447,57992282100,444495970,22580395276000
20231204,035720,KR7035720002,카카오,KOSPI,50800,1100,2.21,49800,51300,49750,1785113,90624610300,444495970,22580395276000
20231201,035720,KR7035720002,카카오,KOSPI,49700,-800,-1.58,50400,50400,49650,1105367,55174771850,444495970,22091449709000
20231130,035720,KR7035720002,카카오,KOSPI,50500,0,0,50200,50900,50000,1613598,81271347200,444495970,22447046485000
20231129,035720,KR7035720002,카카오,KOSPI,50500,-600,-1.17,50800,51300,50100,1284120,65153113600,444495970,22447046485000
20231128,035720,KR7035720002,카카오,KOSPI,51100,1250,2.51,50000,51200,49800,1423510,71984009100,444495970,22713744067000
20231127,035720,KR7035720002,카카오,KOSPI,49850,-650,-1.29,50800,51000,49300,1480318,74049856350,444495970,22158124104500
20231124,035720,KR7035720002,카카오,KOSPI,50500,200,.4,50400,50900,50000,1011208,50924851000,444495970,22447046485000
20231123,035720,KR7035720002,카카오,KOSPI,50300,0,0,50400,50600,49600,1394573,70003941750,444495970,22358147291000
20231122,035720,KR7035720002,카카오,KOSPI,50300,1050,2.13,48750,51000,48250,2467921,123017206900,444495970,22358147291000
20231121,035720,KR7035720002,카카오,KOSPI,49250,1450,3.03,48300,49600,48300,2483017,122292652050,444495970,21891426522500
20231120,035720,KR7035720002,카카오,KOSPI,47800,300,.63,47250,48150,47000,929546,44429067400,444495970,21246907366000
20231117,035720,KR7035720002,카카오,KOSPI,47500,-700,-1.45,48150,48150,47200,1144308,54485204450,444495970,21113558575000
20231116,035720,KR7035720002,카카오,KOSPI,48200,-100,-.21,47400,48250,46850,1565115,74691570750,444495970,21424705754000
20231115,035720,KR7035720002,카카오,KOSPI,48300,1950,4.21,47200,48450,46800,2792797,134088100500,444495970,21469155351000
20231114,035720,KR7035720002,카카오,KOSPI,46350,1350,3,46150,46950,45500,1718239,79607953650,444495970,20602388209500
20231113,035720,KR7035720002,카카오,KOSPI,45000,-650,-1.42,45800,46450,44900,1288632,58636599800,444495970,20002318650000
20231110,035720,KR7035720002,카카오,KOSPI,45650,50,.11,45800,46100,45000,1978790,90244698550,444495970,20291241030500
20231109,035720,KR7035720002,카카오,KOSPI,45600,1650,3.75,43450,46500,43450,3198261,144955664950,444485444,20268536246400
20231108,035720,KR7035720002,카카오,KOSPI,43950,200,.46,44350,45000,43850,1515109,67077306800,444485444,19535135263800
20231107,035720,KR7035720002,카카오,KOSPI,43750,-950,-2.13,44700,44750,42850,2026104,88422332050,444485444,19446238175000
20231106,035720,KR7035720002,카카오,KOSPI,44700,3400,8.23,43000,44700,42300,4871031,212287655400,444485444,19868499346800
20231103,035720,KR7035720002,카카오,KOSPI,41300,2750,7.13,39250,41550,38900,3675484,149670248050,444485444,18357248837200
20231102,035720,KR7035720002,카카오,KOSPI,38550,950,2.53,38000,38600,37900,1529650,58700281950,444485444,17134913866200
20231101,035720,KR7035720002,카카오,KOSPI,37600,-200,-.53,38000,38300,37450,1272093,48130334750,444485444,16712652694400
20231031,035720,KR7035720002,카카오,KOSPI,37800,-200,-.53,38250,38950,37450,1791726,68076650300,444485444,16801549783200
20231030,035720,KR7035720002,카카오,KOSPI,38000,250,.66,37650,38400,37600,1290753,49073884650,444485444,16890446872000
20231027,035720,KR7035720002,카카오,KOSPI,37750,100,.27,37650,38050,37300,1323041,49941062450,444485444,16779325511000
20231026,035720,KR7035720002,카카오,KOSPI,37650,-1300,-3.34,38250,38500,37400,2073618,78441610400,444485444,16734876966600
20231025,035720,KR7035720002,카카오,KOSPI,38950,-650,-1.64,39600,39650,38850,1422352,55638491050,444485444,17312708043800
20231024,035720,KR7035720002,카카오,KOSPI,39600,1650,4.35,38300,39700,37850,2739742,106068183800,444485444,17601623582400
20231023,035720,KR7035720002,카카오,KOSPI,37950,-1100,-2.82,38200,38900,37850,2585077,99046601350,444485444,16868222599800
20231020,035720,KR7035720002,카카오,KOSPI,39050,-1450,-3.58,39750,40150,38850,2483524,97490747750,444485444,17357156588200
20231019,035720,KR7035720002,카카오,KOSPI,40500,-1300,-3.11,41000,41400,40450,1699061,69175311650,444485444,18001660482000
20231018,035720,KR7035720002,카카오,KOSPI,41800,-1000,-2.34,42400,42950,41800,1389354,58551426600,444485444,18579491559200
20231017,035720,KR7035720002,카카오,KOSPI,42800,-350,-.81,43400,44050,42800,1063385,46002908900,444485444,19023977003200
20231016,035720,KR7035720002,카카오,KOSPI,43150,-50,-.12,43250,43900,42400,941701,40568929650,444485444,19179546908600
20231013,035720,KR7035720002,카카오,KOSPI,43200,-450,-1.03,43250,43650,43050,589597,25559627850,444485444,19201771180800
20231012,035720,KR7035720002,카카오,KOSPI,43650,1000,2.34,42700,44000,42600,1373599,59855515800,444421032,19398978046800
20231011,035720,KR7035720002,카카오,KOSPI,42650,1250,3.02,41900,43200,41900,1343809,57341401650,444421032,18954557014800
20231010,035720,KR7035720002,카카오,KOSPI,41400,-650,-1.55,42100,42350,41200,1273485,53218111000,444421032,18399030724800
20231006,035720,KR7035720002,카카오,KOSPI,42050,1200,2.94,40600,42100,40600,1130815,47112552300,444421032,18687904395600
20231005,035720,KR7035720002,카카오,KOSPI,40850,-750,-1.8,41750,42400,40700,1859309,77010614150,444421032,18154599157200
20231004,035720,KR7035720002,카카오,KOSPI,41600,-2350,-5.35,43050,43100,41600,2511805,105958716350,444421032,18487914931200
20230927,035720,KR7035720002,카카오,KOSPI,43950,200,.46,43150,44200,43150,1134533,49696415550,444421032,19532304356400
20230926,035720,KR7035720002,카카오,KOSPI,43750,-1050,-2.34,44650,44800,43400,1875514,82216208950,444421032,19443420150000
20230925,035720,KR7035720002,카카오,KOSPI,44800,-250,-.55,44900,45250,44650,1141723,51202231800,444421032,19910062233600
20230922,035720,KR7035720002,카카오,KOSPI,45050,-600,-1.31,45100,45650,44800,1395423,63076175750,444421032,20021167491600
20230921,035720,KR7035720002,카카오,KOSPI,45650,-1450,-3.08,46800,47150,45600,2463267,113874064050,444421032,20287820110800
20230920,035720,KR7035720002,카카오,KOSPI,47100,-750,-1.57,47850,47950,47050,1245851,59045121700,444421032,20932230607200
20230919,035720,KR7035720002,카카오,KOSPI,47850,-750,-1.54,48600,48700,47800,991657,47708765650,444421032,21265546381200
20230918,035720,KR7035720002,카카오,KOSPI,48600,-250,-.51,48550,49200,48450,876697,42788343500,444421032,21598862155200
20230915,035720,KR7035720002,카카오,KOSPI,48850,550,1.14,48100,48900,48100,1695681,82623946450,444421032,21709967413200
20230914,035720,KR7035720002,카카오,KOSPI,48300,500,1.05,47850,48300,47450,1687973,81088266050,444421032,21465535845600
20230913,035720,KR7035720002,카카오,KOSPI,47800,-600,-1.24,48100,48150,47300,1898035,90419357321,444421032,21243325329600
20230912,035720,KR7035720002,카카오,KOSPI,48400,150,.31,48200,48750,48150,1383694,66962755050,444421032,21509977948800
20230911,035720,KR7035720002,카카오,KOSPI,48250,0,0,48250,48350,47900,1017094,48893543950,444421032,21443314794000
20230908,035720,KR7035720002,카카오,KOSPI,48250,-500,-1.03,48650,48750,48000,1116295,53874120364,444421032,21443314794000
20230907,035720,KR7035720002,카카오,KOSPI,48750,-300,-.61,48700,49600,48600,925935,45364028100,444351090,21662115637500
20230906,035720,KR7035720002,카카오,KOSPI,49050,150,.31,49000,49200,48500,830228,40523087900,444351090,21795420964500
20230905,035720,KR7035720002,카카오,KOSPI,48900,-200,-.41,49100,49350,48850,676829,33149791950,444351090,21728768301000
20230904,035720,KR7035720002,카카오,KOSPI,49100,150,.31,48900,49450,48400,1020561,49941347250,444351090,21817638519000
20230901,035720,KR7035720002,카카오,KOSPI,48950,850,1.77,47950,49300,47950,1371351,66902822200,444351090,21750985855500
20230831,035720,KR7035720002,카카오,KOSPI,48100,-900,-1.84,49000,49100,48100,1699582,82033164300,444351090,21373287429000
20230830,035720,KR7035720002,카카오,KOSPI,49000,400,.82,49150,49400,48750,888093,43529516400,444351090,21773203410000
20230829,035720,KR7035720002,카카오,KOSPI,48600,600,1.25,48000,48700,48000,864728,41914682350,444351090,21595462974000
20230828,035720,KR7035720002,카카오,KOSPI,48000,-100,-.21,48550,48650,47800,974367,46813610600,444351090,21328852320000
20230825,035720,KR7035720002,카카오,KOSPI,48100,-1000,-2.04,48000,48550,47600,1330506,63982574850,444351090,21373287429000
20230824,035720,KR7035720002,카카오,KOSPI,49100,200,.41,49450,50100,48900,1735760,85815016000,444351090,21817638519000
20230823,035720,KR7035720002,카카오,KOSPI,48900,250,.51,48700,49700,48450,1344907,65779535200,444351090,21728768301000
20230822,035720,KR7035720002,카카오,KOSPI,48650,250,.52,48550,49400,48400,1131155,55255250900,444351090,21617680528500
20230821,035720,KR7035720002,카카오,KOSPI,48400,-50,-.1,48500,49450,48250,1010367,49196777100,444351090,21506592756000
20230818,035720,KR7035720002,카카오,KOSPI,48450,-800,-1.62,48650,49300,48200,1384622,67311628100,444351090,21528810310500
20230817,035720,KR7035720002,카카오,KOSPI,49250,-1050,-2.09,50000,50100,49150,1640558,81096011000,444351090,21884291182500
20230816,035720,KR7035720002,카카오,KOSPI,50300,-400,-.79,50300,51100,49850,1125125,56795112600,444351090,22350859827000
20230814,035720,KR7035720002,카카오,KOSPI,50700,-900,-1.74,51700,52000,50600,1062345,54427104700,444351090,22528600263000
20230811,035720,KR7035720002,카카오,KOSPI,51600,-1000,-1.9,51400,52500,50600,1591602,82401625000,444351090,22928516244000
20230810,035720,KR7035720002,카카오,KOSPI,52600,-200,-.38,52300,53100,51900,1645198,86408729200,444263290,23368249054000
20230809,035720,KR7035720002,카카오,KOSPI,52800,1000,1.93,52100,53200,52100,1095062,57669280200,444263290,23457101712000
20230808,035720,KR7035720002,카카오,KOSPI,51800,-900,-1.71,53500,53600,51800,1512333,79061078700,444263290,23012838422000
20230807,035720,KR7035720002,카카오,KOSPI,52700,900,1.74,51700,54000,51200,2755342,146433524900,444263290,23412675383000
20230804,035720,KR7035720002,카카오,KOSPI,51800,-1500,-2.81,53800,55000,51000,3173204,166585777500,444263290,23012838422000
20230803,035720,KR7035720002,카카오,KOSPI,53300,100,.19,52800,53800,52300,2146867,114116055900,444263290,23679233357000
20230802,035720,KR7035720002,카카오,KOSPI,53200,-1700,-3.1,55100,55100,52300,2936126,157094023000,444263290,23634807028000
20230801,035720,KR7035720002,카카오,KOSPI,54900,3600,7.02,51800,55300,51800,7074120,384759856500,444263290,24390054621000
20230731,035720,KR7035720002,카카오,KOSPI,51300,700,1.38,50900,51800,50000,2204300,112729562600,444263290,22790706777000
20230728,035720,KR7035720002,카카오,KOSPI,50600,0,0,50200,51400,49600,1539813,77886284100,444263290,22479722474000
20230727,035720,KR7035720002,카카오,KOSPI,50600,2800,5.86,47500,50600,47500,2861543,142473314500,444263290,22479722474000
20230726,035720,KR7035720002,카카오,KOSPI,47800,-1050,-2.15,48800,48800,46650,3798977,180135718350,444263290,21235785262000
20230725,035720,KR7035720002,카카오,KOSPI,48850,-1000,-2.01,49600,49800,48800,1788062,87682627150,444263290,21702261716500
20230724,035720,KR7035720002,카카오,KOSPI,49850,-750,-1.48,50100,50300,49400,1943708,96571041850,444263290,22146525006500
20230721,035720,KR7035720002,카카오,KOSPI,50600,100,.2,50000,50800,49750,1203404,60651477550,444263290,22479722474000
20230720,035720,KR7035720002,카카오,KOSPI,50500,100,.2,50100,51100,50100,1150775,58316036900,444263290,22435296145000
20230719,035720,KR7035720002,카카오,KOSPI,50400,-1400,-2.7,51800,51800,50100,1674191,84739999200,444263290,22390869816000
20230718,035720,KR7035720002,카카오,KOSPI,51800,-900,-1.71,52700,52700,51400,1486148,77184346800,444263290,23012838422000
20230717,035720,KR7035720002,카카오,KOSPI,52700,-100,-.19,52400,53200,52200,1411212,74268627800,444263290,23412675383000
20230714,035720,KR7035720002,카카오,KOSPI,52800,900,1.73,52300,52800,51600,1900674,99559628600,444263290,23457101712000
20230713,035720,KR7035720002,카카오,KOSPI,51900,300,.58,52000,52600,51700,1955527,101784413400,444263290,23057264751000
20230712,035720,KR7035720002,카카오,KOSPI,51600,900,1.78,50700,51800,50200,1658795,84617041600,444263290,22923985764000
20230711,035720,KR7035720002,카카오,KOSPI,50700,850,1.71,50100,51000,50000,1212718,61177688000,444263290,22524148803000
20230710,035720,KR7035720002,카카오,KOSPI,49850,0,0,49850,50300,49450,1068139,53321611350,444263290,22146525006500
20230707,035720,KR7035720002,카카오,KOSPI,49850,-1050,-2.06,50600,51200,49750,1974639,99303217600,444263290,22146525006500
20230706,035720,KR7035720002,카카오,KOSPI,50900,2050,4.2,48850,51500,48700,3139685,158287014500,444104206,22604904085400
20230705,035720,KR7035720002,카카오,KOSPI,48850,-1100,-2.2,49950,50400,48800,2700066,132968381100,444104206,21694490463100
20230704,035720,KR7035720002,카카오,KOSPI,49950,-1050,-2.06,50900,51000,49900,1445459,72500723150,444104206,22183005089700
20230703,035720,KR7035720002,카카오,KOSPI,51000,1900,3.87,49300,51000,49300,1691513,85683992550,444104206,22649314506000
20230630,035720,KR7035720002,카카오,KOSPI,49100,100,.2,48850,49700,48400,1268925,62262964050,444104206,21805516514600
20230629,035720,KR7035720002,카카오,KOSPI,49000,0,0,49000,49800,48700,1287518,63413787050,444104206,21761106094000
20230628,035720,KR7035720002,카카오,KOSPI,49000,-350,-.71,49700,49750,48500,1659730,81271939650,444104206,21761106094000
